Character,BASHIR,DAMAR,DAX,DUKAT,EZRI,GARAK,JAKE,KEIKO,KIRA,MARTOK,NOG,ODO,O'BRIEN,QUARK,ROM,SISKO,WEYOUN,WINN,WORF,ZEK,lines,ep,season,title
BASHIR,0,0,4,0,0,0,0,0,13,0,0,3,5,1,0,3,0,0,0,0,17,0,1,Emissary (parts 1 & 2)
DAX,4,0,2,0,0,0,0,0,12,0,0,0,13,1,0,49,0,0,0,0,51,0,1,Emissary (parts 1 & 2)
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,1,Emissary (parts 1 & 2)
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,27,0,0,0,0,20,0,1,Emissary (parts 1 & 2)
KIRA,13,0,12,0,0,0,0,0,12,0,0,10,36,5,0,20,0,0,0,0,64,0,1,Emissary (parts 1 & 2)
NOG,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,Emissary (parts 1 & 2)
ODO,3,0,0,0,0,0,0,0,10,0,0,0,1,9,0,4,0,0,0,0,18,0,1,Emissary (parts 1 & 2)
O'BRIEN,5,0,13,0,0,0,4,0,36,0,0,1,2,2,0,21,0,0,0,0,67,0,1,Emissary (parts 1 & 2)
QUARK,1,0,1,0,0,0,0,0,5,0,0,9,2,0,0,11,0,0,0,0,16,0,1,Emissary (parts 1 & 2)
SISKO,3,0,49,8,0,0,27,0,20,0,0,4,21,11,0,10,0,0,0,0,180,0,1,Emissary (parts 1 & 2)
BASHIR,2,0,2,0,0,21,0,0,3,0,0,1,4,0,0,18,0,0,0,0,31,1,1,Past Prologue
DAX,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,1,1,Past Prologue
GARAK,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,Past Prologue
KIRA,3,0,0,0,0,0,0,0,2,0,0,25,5,0,0,36,0,0,0,0,85,1,1,Past Prologue
ODO,1,0,0,0,0,0,0,0,25,0,0,2,0,0,0,27,0,0,0,0,33,1,1,Past Prologue
O'BRIEN,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,27,0,0,0,0,24,1,1,Past Prologue
SISKO,18,0,6,0,0,0,0,0,36,0,0,27,27,0,0,8,0,0,0,0,85,1,1,Past Prologue
BASHIR,2,0,14,0,0,0,0,0,2,0,1,16,1,0,0,23,0,0,0,0,34,2,1,A_Man Alone
DAX,14,0,0,0,0,0,0,0,2,0,0,0,1,0,0,16,0,0,0,0,18,2,1,A_Man Alone
JAKE,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,4,0,0,0,0,9,2,1,A_Man Alone
KEIKO,0,0,0,0,0,0,3,2,1,0,0,1,19,1,19,8,0,0,0,0,32,2,1,A_Man Alone
KIRA,2,0,2,0,0,0,0,1,2,0,0,12,6,0,0,13,0,0,0,0,23,2,1,A_Man Alone
NOG,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,A_Man Alone
ODO,16,0,0,0,0,0,0,1,12,0,0,6,2,27,0,23,0,0,0,0,63,2,1,A_Man Alone
O'BRIEN,1,0,1,0,0,0,0,19,6,0,0,2,0,0,0,5,0,0,0,0,24,2,1,A_Man Alone
QUARK,0,0,0,0,0,0,0,1,0,0,0,27,0,0,0,0,0,0,0,0,18,2,1,A_Man Alone
ROM,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,1,0,0,0,0,12,2,1,A_Man Alone
SISKO,23,0,16,0,0,0,4,8,13,0,0,23,5,0,1,0,0,0,0,0,56,2,1,A_Man Alone
BASHIR,0,0,3,0,0,0,1,0,5,0,0,3,4,0,0,38,0,0,0,0,38,3,1,Babel
DAX,3,0,0,0,0,0,0,0,5,0,0,0,5,4,0,4,0,0,0,0,13,3,1,Babel
JAKE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,1,Babel
KIRA,5,0,5,0,0,0,0,0,4,0,0,4,16,4,0,24,0,0,0,0,57,3,1,Babel
ODO,3,0,0,0,0,0,0,0,4,0,0,6,0,45,0,25,0,0,0,0,52,3,1,Babel
O'BRIEN,4,0,5,0,0,0,0,0,16,0,0,0,2,0,0,16,0,0,0,0,27,3,1,Babel
QUARK,0,0,4,0,0,0,0,0,4,0,0,45,0,8,0,5,0,0,0,0,47,3,1,Babel
SISKO,38,0,4,0,0,0,3,0,24,0,0,25,16,5,0,6,0,0,0,0,73,3,1,Babel
BASHIR,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,1,Captive Pursuit
DAX,0,0,0,0,0,0,0,0,2,0,0,1,8,0,0,9,0,0,0,0,12,4,1,Captive Pursuit
KIRA,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,7,0,0,0,0,8,4,1,Captive Pursuit
ODO,0,0,1,0,0,0,0,0,4,0,0,4,12,0,0,8,0,0,0,0,26,4,1,Captive Pursuit
O'BRIEN,2,0,8,0,0,0,0,0,1,0,0,12,10,29,0,42,0,0,0,0,116,4,1,Captive Pursuit
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,18,4,1,Captive Pursuit
SISKO,0,0,9,0,0,0,0,0,7,0,0,8,42,0,0,6,0,0,0,0,50,4,1,Captive Pursuit
BASHIR,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,4,0,0,0,0,22,5,1,Q-less
DAX,1,0,0,0,0,0,0,0,8,0,0,0,19,5,0,21,0,0,0,0,30,5,1,Q-less
KIRA,1,0,8,0,0,0,0,0,0,0,0,0,8,2,0,13,0,0,0,0,19,5,1,Q-less
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,5,1,Q-less
O'BRIEN,2,0,19,0,0,0,0,0,8,0,0,0,2,0,0,25,0,0,0,0,44,5,1,Q-less
QUARK,0,0,5,0,0,0,0,0,2,0,0,10,0,8,0,8,0,0,0,0,52,5,1,Q-less
SISKO,4,0,21,0,0,0,0,0,13,0,0,0,25,8,0,0,0,0,0,0,59,5,1,Q-less
BASHIR,2,0,12,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,32,6,1,Dax
DAX,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,36,6,1,Dax
KIRA,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,28,0,0,0,0,21,6,1,Dax
ODO,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,18,0,0,0,0,38,6,1,Dax
QUARK,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,8,6,1,Dax
SISKO,7,0,41,0,0,0,0,0,28,0,0,18,0,0,0,2,0,0,0,0,78,6,1,Dax
BASHIR,2,0,15,0,0,0,0,0,5,0,0,2,0,1,0,17,0,0,0,0,58,7,1,The Passenger
DAX,15,0,4,0,0,0,0,0,4,0,0,1,0,4,0,33,0,0,0,0,37,7,1,The Passenger
KIRA,5,0,4,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,0,18,7,1,The Passenger
ODO,2,0,1,0,0,0,0,0,10,0,0,0,0,23,0,22,0,0,0,0,55,7,1,The Passenger
QUARK,1,0,4,0,0,0,0,0,0,0,0,23,0,4,0,5,0,0,0,0,34,7,1,The Passenger
SISKO,17,0,33,0,0,0,0,0,7,0,0,22,0,5,0,0,0,0,0,0,61,7,1,The Passenger
BASHIR,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,16,0,0,0,0,28,8,1,Move Along Home
DAX,17,0,0,0,0,0,0,0,11,0,0,0,0,1,0,21,0,0,0,0,28,8,1,Move Along Home
JAKE,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8,0,0,0,0,10,8,1,Move Along Home
KIRA,17,0,11,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,26,8,1,Move Along Home
ODO,0,0,0,0,0,0,12,0,0,0,0,0,0,25,0,5,0,0,0,0,43,8,1,Move Along Home
QUARK,0,0,1,0,0,0,0,0,0,0,0,25,0,10,0,17,0,0,0,0,66,8,1,Move Along Home
SISKO,16,0,21,0,0,0,8,0,13,0,0,5,0,17,0,12,0,0,0,0,62,8,1,Move Along Home
BASHIR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,9,1,The Nagus
DAX,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,7,9,1,The Nagus
JAKE,0,0,0,0,0,0,0,0,0,0,34,0,3,0,0,50,0,0,0,0,49,9,1,The Nagus
KIRA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,9,1,The Nagus
NOG,0,0,0,0,0,0,34,0,0,0,0,0,13,3,3,1,0,0,0,2,29,9,1,The Nagus
ODO,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3,4,0,0,0,1,20,9,1,The Nagus
O'BRIEN,1,0,0,0,0,0,3,0,0,0,13,2,2,1,0,18,0,0,0,0,21,9,1,The Nagus
QUARK,0,0,0,0,0,0,0,0,0,0,3,16,1,12,48,3,0,0,0,40,98,9,1,The Nagus
ROM,0,0,0,0,0,0,0,0,0,0,3,3,0,48,0,2,0,0,0,6,34,9,1,The Nagus
SISKO,3,0,13,0,0,0,50,0,2,0,1,4,18,3,2,0,0,0,0,0,53,9,1,The Nagus
ZEK,0,0,0,0,0,0,0,0,0,0,2,1,0,40,6,0,0,0,0,2,44,9,1,The Nagus
BASHIR,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,4,10,1,Vortex
DAX,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,5,10,1,Vortex
KIRA,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,7,10,1,Vortex
ODO,5,0,0,0,0,0,0,0,0,0,0,8,0,29,2,12,0,0,0,0,95,10,1,Vortex
O'BRIEN,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,5,10,1,Vortex
QUARK,0,0,0,0,0,0,0,0,0,0,0,29,0,4,5,2,0,0,0,0,31,10,1,Vortex
ROM,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,6,10,1,Vortex
SISKO,0,0,8,0,0,0,0,0,8,0,0,12,6,2,0,2,0,0,0,0,28,10,1,Vortex
BASHIR,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,54,0,0,0,0,47,11,1,Battle Lines
DAX,0,0,2,0,0,0,0,0,1,0,0,3,43,0,0,5,0,0,0,0,30,11,1,Battle Lines
KIRA,15,0,1,0,0,0,0,0,2,0,0,0,0,0,0,34,0,0,0,0,42,11,1,Battle Lines
ODO,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,11,1,Battle Lines
O'BRIEN,0,0,43,0,0,0,0,0,0,0,0,4,0,0,0,18,0,0,0,0,43,11,1,Battle Lines
SISKO,54,0,5,0,0,0,0,0,34,0,0,0,18,0,0,4,0,0,0,0,112,11,1,Battle Lines
BASHIR,0,0,0,0,0,0,0,0,0,0,0,1,84,0,0,4,0,0,0,0,70,12,1,The Storyteller
DAX,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,12,1,The Storyteller
JAKE,0,0,0,0,0,0,0,0,0,0,55,6,0,0,0,1,0,0,0,0,47,12,1,The Storyteller
KIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,8,12,1,The Storyteller
NOG,0,0,0,0,0,0,55,0,0,0,0,3,0,0,0,0,0,0,0,0,45,12,1,The Storyteller
ODO,1,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,6,12,1,The Storyteller
O'BRIEN,84,0,1,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,92,12,1,The Storyteller
QUARK,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,6,12,1,The Storyteller
SISKO,4,0,1,0,0,0,1,0,9,0,0,0,6,0,0,0,0,0,0,0,37,12,1,The Storyteller
BASHIR,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,11,13,1,Progress
DAX,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,12,13,1,Progress
JAKE,0,0,0,0,0,0,2,0,0,0,41,0,4,3,0,0,0,0,0,0,33,13,1,Progress
KIRA,7,0,19,0,0,0,0,0,4,0,0,0,0,0,0,25,0,0,0,0,115,13,1,Progress
NOG,0,0,0,0,0,0,41,0,0,0,0,0,14,13,0,0,0,0,0,0,49,13,1,Progress
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,13,1,Progress
O'BRIEN,0,0,1,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,11,13,1,Progress
QUARK,0,0,0,0,0,0,3,0,0,0,13,10,0,2,0,0,0,0,0,0,15,13,1,Progress
SISKO,7,0,0,0,0,0,0,0,25,0,0,0,0,0,0,2,0,0,0,0,26,13,1,Progress
BASHIR,8,0,36,0,0,0,0,0,5,0,0,1,4,0,0,5,0,0,0,0,34,14,1,If Wishes Were Horses
DAX,36,0,4,0,0,0,0,0,9,0,0,0,26,0,0,35,0,0,0,0,61,14,1,If Wishes Were Horses
JAKE,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,10,14,1,If Wishes Were Horses
KEIKO,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,7,14,1,If Wishes Were Horses
KIRA,5,0,9,0,0,0,0,1,2,0,0,3,8,0,0,12,0,0,0,0,24,14,1,If Wishes Were Horses
ODO,1,0,0,0,0,0,0,0,3,0,0,0,1,19,0,15,0,0,0,0,28,14,1,If Wishes Were Horses
O'BRIEN,4,0,26,0,0,0,0,4,8,0,0,1,0,0,0,25,0,0,0,0,60,14,1,If Wishes Were Horses
QUARK,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,12,14,1,If Wishes Were Horses
SISKO,5,0,35,0,0,0,5,0,12,0,0,15,25,0,0,0,0,0,0,0,76,14,1,If Wishes Were Horses
BASHIR,2,0,1,0,0,0,0,0,0,0,0,2,3,4,0,19,0,0,0,0,36,15,1,The Forsaken
DAX,1,0,0,0,0,0,0,0,9,0,0,2,25,0,0,9,0,0,0,0,31,15,1,The Forsaken
KIRA,0,0,9,0,0,0,0,0,0,0,0,9,2,0,0,13,0,0,0,0,24,15,1,The Forsaken
ODO,2,0,2,0,0,0,0,0,9,0,0,8,0,2,0,27,0,0,0,0,85,15,1,The Forsaken
O'BRIEN,3,0,25,0,0,0,0,0,2,0,0,0,0,0,0,50,0,0,0,0,64,15,1,The Forsaken
QUARK,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,15,1,The Forsaken
SISKO,19,0,9,0,0,0,0,0,13,0,0,27,50,0,0,0,0,0,0,0,68,15,1,The Forsaken
BASHIR,0,0,0,0,0,0,0,0,2,0,0,51,1,0,0,2,0,0,0,0,32,16,1,Dramatis Personae
DAX,0,0,0,0,0,0,0,0,30,0,0,0,19,0,0,3,0,0,0,0,28,16,1,Dramatis Personae
KIRA,2,0,30,0,0,0,0,0,8,0,0,27,1,9,0,27,0,0,0,0,57,16,1,Dramatis Personae
ODO,51,0,0,0,0,0,0,0,27,0,0,2,12,28,0,14,0,0,0,0,82,16,1,Dramatis Personae
O'BRIEN,1,0,19,0,0,0,0,0,1,0,0,12,6,0,0,27,0,0,0,0,37,16,1,Dramatis Personae
QUARK,0,0,0,0,0,0,0,0,9,0,0,28,0,4,0,0,0,0,0,0,22,16,1,Dramatis Personae
SISKO,2,0,3,0,0,0,0,0,27,0,0,14,27,0,0,4,0,0,0,0,48,16,1,Dramatis Personae
BASHIR,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,7,0,0,0,0,12,17,1,Duet
DAX,0,0,0,0,0,0,0,0,15,0,0,3,0,0,0,6,0,0,0,0,14,17,1,Duet
KIRA,7,0,15,0,0,0,0,0,2,0,0,33,1,0,0,40,0,0,0,0,120,17,1,Duet
ODO,7,0,3,0,0,0,0,0,33,0,0,2,1,2,0,12,0,0,0,0,40,17,1,Duet
O'BRIEN,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,4,17,1,Duet
QUARK,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,17,1,Duet
SISKO,7,0,6,0,0,0,0,0,40,0,0,12,2,0,0,6,0,0,0,0,44,17,1,Duet
BASHIR,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,18,1,In the Hands of the Prophets
DAX,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,1,0,0,0,0,14,18,1,In the Hands of the Prophets
JAKE,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,8,18,1,In the Hands of the Prophets
KEIKO,0,0,0,0,0,0,2,0,8,0,0,2,5,0,0,2,0,26,0,0,24,18,1,In the Hands of the Prophets
KIRA,1,0,0,0,0,0,0,8,0,0,0,4,2,0,0,30,0,0,0,0,24,18,1,In the Hands of the Prophets
ODO,1,0,2,0,0,0,0,2,4,0,0,0,18,7,0,1,0,0,0,0,21,18,1,In the Hands of the Prophets
O'BRIEN,1,0,20,0,0,0,0,5,2,0,0,18,8,2,0,12,0,4,0,0,82,18,1,In the Hands of the Prophets
QUARK,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,5,18,1,In the Hands of the Prophets
SISKO,1,0,1,0,0,0,13,2,30,0,0,1,12,0,0,4,0,26,0,0,63,18,1,In the Hands of the Prophets
WINN,0,0,0,0,0,0,0,26,0,0,0,0,4,0,0,26,0,2,0,0,39,18,1,In the Hands of the Prophets
BASHIR,0,0,3,0,0,0,0,0,2,0,0,0,0,6,0,1,0,0,0,0,12,19,2,The Homecoming
DAX,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,11,19,2,The Homecoming
DUKAT,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,19,2,The Homecoming
JAKE,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,43,0,0,0,0,24,19,2,The Homecoming
KIRA,2,0,1,2,0,0,1,0,6,0,0,0,45,26,0,45,0,0,0,0,90,19,2,The Homecoming
ODO,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,11,0,0,0,0,9,19,2,The Homecoming
O'BRIEN,0,0,0,0,0,0,0,0,45,0,0,2,0,0,0,16,0,0,0,0,41,19,2,The Homecoming
QUARK,6,0,0,0,0,0,0,0,26,0,0,1,0,4,8,2,0,0,0,0,25,19,2,The Homecoming
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,19,2,The Homecoming
SISKO,1,0,14,0,0,0,43,0,45,0,0,11,16,2,0,2,0,0,0,0,93,19,2,The Homecoming
BASHIR,2,0,4,0,0,0,0,0,9,0,0,5,2,1,0,7,0,0,0,0,16,20,2,The Circle
DAX,4,0,0,0,0,0,0,0,14,0,0,1,6,2,0,5,0,1,0,0,21,20,2,The Circle
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,20,2,The Circle
KIRA,9,0,14,0,0,0,0,0,6,0,0,30,3,1,0,22,0,5,0,0,85,20,2,The Circle
ODO,5,0,1,0,0,0,0,0,30,0,0,2,2,37,0,1,0,0,0,0,42,20,2,The Circle
O'BRIEN,2,0,6,0,0,0,0,0,3,0,0,2,0,3,0,10,0,0,0,0,15,20,2,The Circle
QUARK,1,0,2,0,0,0,0,0,1,0,0,37,3,0,0,6,0,0,0,0,26,20,2,The Circle
SISKO,7,0,5,0,0,0,5,0,22,0,0,1,10,6,0,0,0,0,0,0,68,20,2,The Circle
WINN,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,23,20,2,The Circle
BASHIR,4,0,0,0,0,0,0,0,0,0,0,0,2,12,0,14,0,0,0,0,22,21,2,The Siege
DAX,0,0,2,0,0,0,0,0,86,0,0,0,1,0,0,3,0,0,0,0,50,21,2,The Siege
JAKE,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,8,0,0,0,0,14,21,2,The Siege
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,21,2,The Siege
KIRA,0,0,86,0,0,0,0,0,10,0,0,0,1,1,0,6,0,1,0,0,67,21,2,The Siege
NOG,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,9,21,2,The Siege
ODO,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,7,0,0,0,0,10,21,2,The Siege
O'BRIEN,2,0,1,0,0,0,0,9,1,0,0,0,2,0,0,25,0,0,0,0,28,21,2,The Siege
QUARK,12,0,0,0,0,0,0,0,1,0,0,6,0,4,10,10,0,0,0,0,25,21,2,The Siege
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,21,2,The Siege
SISKO,14,0,3,0,0,0,8,0,6,0,0,7,25,10,0,2,0,0,0,0,51,21,2,The Siege
WINN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,21,2,The Siege
BASHIR,6,0,17,0,0,0,0,0,1,0,0,0,2,11,0,6,0,0,0,0,38,22,2,Invasive Procedures
DAX,17,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,21,22,2,Invasive Procedures
KIRA,1,0,5,0,0,0,0,0,0,0,0,0,1,6,0,9,0,0,0,0,21,22,2,Invasive Procedures
ODO,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,9,22,2,Invasive Procedures
O'BRIEN,2,0,0,0,0,0,0,0,1,0,0,5,2,6,0,9,0,0,0,0,23,22,2,Invasive Procedures
QUARK,11,0,0,0,0,0,0,0,6,0,0,9,6,6,0,1,0,0,0,0,27,22,2,Invasive Procedures
SISKO,6,0,6,0,0,0,0,0,9,0,0,0,9,1,0,2,0,0,0,0,75,22,2,Invasive Procedures
BASHIR,4,0,2,16,0,58,0,0,1,0,0,3,4,0,0,24,0,0,0,0,75,23,2,Cardassians
DAX,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,23,2,Cardassians
DUKAT,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,23,2,Cardassians
GARAK,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,23,2,Cardassians
KEIKO,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,10,23,2,Cardassians
KIRA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,23,2,Cardassians
ODO,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,23,2,Cardassians
O'BRIEN,4,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,32,23,2,Cardassians
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,Cardassians
SISKO,24,0,1,7,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,40,23,2,Cardassians
BASHIR,2,0,9,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,83,24,2,Melora
DAX,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,45,24,2,Melora
KIRA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,24,2,Melora
ODO,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,0,0,19,24,2,Melora
O'BRIEN,13,0,3,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,16,24,2,Melora
QUARK,0,0,3,0,0,0,0,0,0,0,0,19,0,14,0,1,0,0,0,0,38,24,2,Melora
SISKO,0,0,2,0,0,0,0,0,5,0,0,0,8,1,0,0,0,0,0,0,20,24,2,Melora
BASHIR,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,3,25,2,Rules of Acquisition
DAX,0,0,0,0,0,0,0,0,11,0,0,0,0,16,5,0,0,0,0,6,35,25,2,Rules of Acquisition
KIRA,0,0,11,0,0,0,0,0,4,0,0,0,1,3,0,2,0,0,0,24,23,25,2,Rules of Acquisition
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,25,2,Rules of Acquisition
O'BRIEN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25,2,Rules of Acquisition
QUARK,4,0,16,0,0,0,0,0,3,0,0,0,0,2,51,2,0,0,0,75,178,25,2,Rules of Acquisition
ROM,1,0,5,0,0,0,0,0,0,0,0,9,0,51,0,0,0,0,0,5,42,25,2,Rules of Acquisition
SISKO,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,18,11,25,2,Rules of Acquisition
ZEK,0,0,6,0,0,0,0,0,24,0,0,0,0,75,5,18,0,0,0,2,78,25,2,Rules of Acquisition
BASHIR,0,0,0,0,0,0,0,0,1,0,0,5,0,0,2,3,0,0,0,0,6,26,2,Necessary Evil
DAX,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,26,2,Necessary Evil
DUKAT,0,0,0,0,0,0,0,0,1,0,0,37,0,2,0,0,0,0,0,0,21,26,2,Necessary Evil
KIRA,1,0,0,1,0,0,0,0,0,0,0,99,0,0,0,1,0,0,0,0,54,26,2,Necessary Evil
ODO,5,0,5,37,0,0,0,0,99,0,0,4,0,32,54,15,0,0,0,0,163,26,2,Necessary Evil
QUARK,0,0,0,2,0,0,0,0,0,0,0,32,0,4,34,0,0,0,0,0,40,26,2,Necessary Evil
ROM,2,0,0,0,0,0,0,0,0,0,0,54,0,34,0,5,0,0,0,0,50,26,2,Necessary Evil
SISKO,3,0,1,0,0,0,0,0,1,0,0,15,0,0,5,0,0,0,0,0,13,26,2,Necessary Evil
BASHIR,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,27,2,Second Sight
DAX,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,51,0,0,0,0,40,27,2,Second Sight
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,20,27,2,Second Sight
KIRA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,27,2,Second Sight
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,16,27,2,Second Sight
O'BRIEN,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,27,2,Second Sight
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,5,27,2,Second Sight
SISKO,0,0,51,0,0,0,39,0,12,0,0,28,6,6,0,4,0,0,0,0,153,27,2,Second Sight
BASHIR,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,5,28,2,Sanctuary
DAX,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,4,0,0,0,0,7,28,2,Sanctuary
JAKE,0,0,0,0,0,0,4,0,0,0,26,1,0,0,0,1,0,0,0,0,25,28,2,Sanctuary
KIRA,2,0,1,0,0,0,0,0,4,0,0,8,4,18,0,21,0,0,0,0,81,28,2,Sanctuary
NOG,0,0,0,0,0,0,26,0,0,0,4,17,0,8,0,0,0,0,0,0,31,28,2,Sanctuary
ODO,0,0,0,0,0,0,1,0,8,0,17,2,0,13,0,9,0,0,0,0,32,28,2,Sanctuary
